match_event_id,location_x,location_y,remaining_min,power_of_shot,knockout_match,game_season,remaining_sec,distance_of_shot,is_goal,area_of_shot,shot_basics,range_of_shot,home/away,shot_id_number,type_of_shot,type_of_combined_shot,lat,lng,date
338,0.0,0.0,1,3,0,2000,53,20.0,0,0,0,4,1,914,5,3,47.633181,-122.308343,6753
350,-12.0,257.0,0,3,0,2000,36,45.0,0,0,5,1,1,915,23,3,47.633181,-122.308343,6753
363,85.0,245.0,11,4,0,2000,22,45.0,0,4,5,1,1,916,3,3,47.633181,-122.308343,6753
378,43.0,196.0,9,4,0,2000,45,40.0,0,0,4,0,1,917,34,3,47.633181,-122.308343,6753
434,150.0,76.0,6,3,0,2000,12,36.0,0,5,4,0,1,918,34,3,47.633181,-122.308343,6753
454,-63.0,4.0,4,4,0,2000,47,26.0,1,0,1,4,1,919,34,3,47.633181,-122.308343,6753
13,0.0,0.0,10,1,0,2000,27,20.0,1,-1,0,4,0,921,34,4,42.982923,-71.44609399999999,6750
55,-149.0,55.0,5,1,0,2000,1,35.0,0,2,4,2,0,923,4,3,42.982923,-71.44609399999999,6750
76,39.0,89.0,2,1,0,2000,57,29.0,0,0,1,2,0,925,12,3,42.982923,-71.44609399999999,6750
77,0.0,0.0,2,1,0,2000,54,20.0,0,0,0,4,0,926,34,5,42.982923,-71.44609399999999,6750
98,138.0,120.0,1,1,0,2000,13,38.0,0,4,4,0,0,927,34,3,42.982923,-71.44609399999999,6750
102,-31.0,68.0,5,1,0,2000,58,27.0,0,0,1,4,0,928,34,3,42.982923,-71.44609399999999,6750
117,32.0,51.0,0,1,0,2000,4,26.0,1,0,1,4,0,929,44,3,42.982923,-71.44609399999999,6750
141,0.0,0.0,8,2,0,2000,55,20.0,1,0,0,4,0,930,34,1,42.982923,-71.44609399999999,6750
171,-44.0,13.0,5,2,0,2000,38,24.0,1,0,1,4,0,931,16,3,42.982923,-71.44609399999999,6750
226,-107.0,-2.0,0,2,0,2000,40,30.0,1,2,4,2,0,933,10,3,42.982923,-71.44609399999999,6750
254,-16.0,270.0,9,3,0,2000,58,47.0,0,-1,5,1,0,935,1,3,42.982923,-71.44609399999999,6750
254,117.0,181.0,3,3,0,2000,43,33.44888431,1,4,4,0,0,936,48,3,42.982923,-71.44609399999999,6750
425,0.0,0.0,4,4,0,2000,23,20.0,0,0,0,4,0,939,34,4,42.982923,-71.44609399999999,6750
460,-10.0,205.0,0,4,0,2000,56,40.0,1,0,4,0,0,940,34,3,42.982923,-71.44609399999999,6750
14,142.0,40.0,5,1,0,2000,30,34.0,1,5,4,2,1,942,19,3,40.708999,-73.87243000000001,6748
49,-240.0,0.0,4,1,0,2000,36,44.0,1,2,2,1,1,944,34,3,40.708999,-73.87243000000001,6748
85,-23.0,264.0,0,1,0,2000,35,46.0,0,0,5,1,1,945,34,3,40.708999,-73.87243000000001,6748
89,157.0,17.0,0,1,0,2000,0,35.0,0,5,4,2,1,946,12,3,40.708999,-73.87243000000001,6748
152,32.0,188.0,5,2,0,2000,8,33.44888431,0,0,4,0,1,948,34,3,40.708999,-73.87243000000001,6748
154,0.0,0.0,4,2,0,2000,59,20.0,0,0,0,4,1,949,34,4,40.708999,-73.87243000000001,6748
179,134.0,66.0,2,2,0,2000,28,34.0,0,5,4,2,1,951,34,3,40.708999,-73.87243000000001,6748
216,-183.0,23.0,11,3,0,2000,2,38.0,0,2,4,0,1,953,34,3,40.708999,-73.87243000000001,6748
243,0.0,0.0,7,3,0,2000,26,20.0,1,0,-1,4,1,955,34,4,40.708999,-73.87243000000001,6748
287,-132.0,122.0,2,3,0,2000,28,37.0,0,1,4,0,1,956,41,3,40.708999,-73.87243000000001,6748
293,0.0,0.0,2,3,0,2000,7,20.0,1,0,0,4,1,957,56,3,40.708999,-73.87243000000001,6748
295,0.0,0.0,1,3,0,2000,21,33.44888431,0,0,0,4,1,958,39,3,40.708999,-73.87243000000001,6748
330,0.0,0.0,10,4,0,2000,51,20.0,1,0,0,4,1,959,4,3,40.708999,-73.87243000000001,6748
358,-153.0,91.12693349999999,8,4,0,2000,10,35.0,1,2,4,2,1,960,14,3,40.708999,-73.87243000000001,6748
364,-138.0,89.0,7,4,0,2000,26,36.0,0,2,4,-1,1,961,34,3,40.708999,-73.87243000000001,6748
417,0.0,0.0,2,4,0,2000,6,20.0,1,0,0,4,1,964,34,5,40.708999,-73.87243000000001,6748
425,0.0,0.0,1,4,0,2000,0,20.0,1,0,0,4,1,965,39,3,40.708999,-73.87243000000001,6748
431,0.0,0.0,0,4,0,2000,38,20.0,1,0,0,4,1,966,55,3,40.708999,-73.87243000000001,6748
440,-109.0,247.0,0,4,0,2000,23,46.0,0,1,5,1,1,967,21,3,40.708999,-73.87243000000001,6748
15,115.0,-8.0,9,1,0,2000,15,31.0,1,-1,4,2,1,968,34,3,41.484971,-81.671552,6746
254,-77.0,127.0,7,1,0,2000,8,34.0,1,2,1,2,1,969,34,3,41.484971,-81.671552,6746
254,159.0,-19.0,5,1,0,2000,54,36.0,0,5,4,0,1,970,34,3,41.484971,-81.671552,6746
54,51.0,-2.0,5,1,0,2000,4,25.0,1,0,1,4,1,971,6,3,41.484971,-81.671552,6746
68,-92.0,116.0,4,1,0,2000,4,34.0,0,2,4,-1,1,972,28,3,41.484971,-81.671552,6746
74,-155.0,-8.0,3,1,0,2000,49,35.0,0,2,4,2,1,973,34,3,41.484971,-81.671552,6746
95,7.0,7.0,2,1,0,2000,41,20.0,1,0,0,4,1,974,34,4,41.484971,-81.671552,6746
188,115.0,23.0,6,2,0,2000,52,31.0,0,5,4,2,1,976,34,3,41.484971,-81.671552,6746
211,-134.0,7.0,4,2,0,2000,36,33.0,0,2,4,2,1,977,34,3,41.484971,-81.671552,6746
213,-12.0,13.0,4,2,0,2000,32,21.0,0,0,0,4,1,978,34,4,41.484971,-81.671552,6746
224,-4.0,40.0,3,2,0,2000,31,24.0,0,0,1,4,1,980,36,3,41.484971,-81.671552,6746
261,1.0,-8.0,1,2,0,2000,0,20.0,1,0,0,4,1,982,56,3,41.484971,-81.671552,6746
284,51.0,13.0,10,3,0,2000,51,25.0,0,0,1,4,1,984,9,3,41.484971,-81.671552,6746
314,-33.0,150.0,7,3,0,2000,21,35.0,1,0,4,2,1,986,11,3,41.484971,-81.671552,6746
336,-141.0,0.0,5,3,0,2000,20,34.0,1,2,4,2,1,987,15,3,41.484971,-81.671552,6746
357,1.0,127.0,3,3,0,2000,28,32.0,0,0,1,2,1,988,1,3,41.484971,-81.671552,6746
439,-162.0,40.0,7,4,0,2000,12,36.0,0,2,-1,0,1,990,34,3,41.484971,-81.671552,6746
459,7.0,47.0,4,4,0,2000,28,24.0,0,0,1,4,1,991,2,3,41.484971,-81.671552,6746
254,1.0,144.0,3,4,0,2000,54,34.0,1,0,4,2,1,992,2,3,41.484971,-81.671552,6746
518,180.0,-13.0,0,4,0,2000,29,38.0,0,5,4,0,1,993,34,3,41.484971,-81.671552,6746
10,-136.0,61.0,10,1,0,2000,41,34.0,1,2,4,2,1,994,34,3,46.667324,-94.41925,6745
53,113.0,125.0,5,1,0,2000,16,36.0,0,4,4,0,1,996,34,3,46.667324,-94.41925,6745
75,0.0,0.0,2,1,0,2000,51,20.0,0,0,0,4,1,997,34,4,46.667324,-94.41925,6745
100,1.0,228.0,0,1,0,2000,33,42.0,0,0,4,0,1,999,34,3,46.667324,-94.41925,6745
167,0.0,0.0,5,2,0,2000,42,20.0,0,0,0,4,1,1000,4,3,46.667324,-94.41925,6745
186,0.0,0.0,4,2,0,2000,6,20.0,0,0,0,4,1,1001,39,3,46.667324,-94.41925,6745
218,0.0,0.0,0,3,0,2000,37,20.0,0,0,0,4,1,1002,39,3,46.667324,-94.41925,6745
254,-164.0,23.0,0,2,0,2000,30,36.0,0,2,4,0,1,1003,49,3,46.667324,-94.41925,6745
244,-143.0,118.0,9,3,0,2000,5,38.0,0,1,4,0,1,1004,34,3,46.667324,-94.41925,6745
301,121.0,45.0,3,3,0,2000,5,32.0,1,5,-1,2,1,1005,32,3,46.667324,-94.41925,6745
318,0.0,0.0,0,3,0,2000,47,20.0,1,0,0,4,1,1006,4,3,46.667324,-94.41925,6745
363,0.0,0.0,8,4,0,2000,53,20.0,0,0,0,4,1,1007,39,3,46.667324,-94.41925,6745
380,0.0,0.0,7,4,0,2000,22,20.0,1,-1,0,4,1,1009,4,3,46.667324,-94.41925,6745
429,172.0,192.0,3,4,0,2000,36,45.0,1,4,5,-1,1,1010,34,3,46.667324,-94.41925,6745
21,0.0,0.0,8,1,0,2000,24,33.44888431,0,0,0,4,0,1011,34,4,42.982923,-71.44609399999999,6743
33,-79.0,181.0,5,1,0,2000,5,39.0,1,1,4,0,0,1012,34,3,42.982923,-71.44609399999999,6743
49,0.0,0.0,4,1,0,2000,56,20.0,0,0,0,4,0,1013,34,4,42.982923,-71.44609399999999,6743
54,0.0,0.0,4,1,0,2000,30,20.0,1,0,0,4,0,1014,4,3,42.982923,-71.44609399999999,6743
65,159.0,40.0,3,1,0,2000,24,36.0,1,5,4,0,0,1015,18,3,42.982923,-71.44609399999999,6743
74,0.0,0.0,2,1,0,2000,24,20.0,0,0,0,4,0,1016,39,3,42.982923,-71.44609399999999,6743
86,132.0,89.0,0,1,0,2000,57,35.0,0,5,4,2,0,1017,34,3,42.982923,-71.44609399999999,6743
90,0.0,0.0,0,1,0,2000,37,20.0,1,0,0,4,0,1018,34,4,42.982923,-71.44609399999999,6743
109,144.0,23.0,11,2,0,2000,28,34.0,1,5,4,2,0,1020,15,3,42.982923,-71.44609399999999,6743
119,5.0,78.0,9,2,0,2000,31,27.0,1,0,1,4,0,1021,34,3,42.982923,-71.44609399999999,6743
149,7.383876043,0.0,5,2,0,2000,51,20.0,1,0,0,4,0,1022,49,3,42.982923,-71.44609399999999,6743
193,11.0,95.0,2,2,0,2000,35,29.0,1,0,1,2,0,1024,34,3,42.982923,-71.44609399999999,6743
196,-58.0,181.0,2,3,0,2000,28,39.0,0,0,4,0,0,1025,34,3,42.982923,-71.44609399999999,6743
225,0.0,0.0,0,2,0,2000,16,20.0,0,0,0,4,0,1027,39,3,42.982923,-71.44609399999999,6743
263,11.0,312.0,8,3,0,2000,26,51.0,0,0,5,1,0,1028,34,3,42.982923,-71.44609399999999,6743
285,-149.0,89.0,5,3,0,2000,28,37.0,0,2,4,0,0,1030,34,3,42.982923,-71.44609399999999,6743
292,117.0,144.0,4,3,0,2000,58,38.0,1,-1,4,0,0,1031,34,3,42.982923,-71.44609399999999,6743
319,132.0,171.0,3,3,0,2000,14,41.0,1,4,4,-1,0,1032,22,3,42.982923,-71.44609399999999,6743
339,0.0,0.0,1,3,0,2000,4,20.0,1,0,0,4,0,1033,34,4,42.982923,-71.44609399999999,6743
381,7.383876043,0.0,8,4,0,2000,4,20.0,0,0,0,4,0,1035,4,3,42.982923,-71.44609399999999,6743
412,132.0,127.0,4,4,0,2000,35,38.0,0,4,4,0,0,1037,34,3,42.982923,-71.44609399999999,6743
443,-107.0,110.0,0,4,0,2000,28,35.0,0,2,4,2,0,1040,46,3,42.982923,-71.44609399999999,6743
6,0.0,0.0,11,1,0,2000,28,20.0,1,0,0,4,0,1041,12,3,42.982923,-71.44609399999999,6741
11,-197.0,17.0,9,1,0,2000,57,39.0,1,2,4,0,0,1042,34,3,42.982923,-71.44609399999999,6741
30,-111.0,135.0,7,3,0,2000,28,37.0,0,1,4,0,0,1043,10,3,42.982923,-71.44609399999999,6741
58,-84.0,169.0,3,1,0,2000,19,38.0,0,1,4,0,0,1045,25,3,42.982923,-71.44609399999999,6741
254,121.0,175.0,7,2,0,2000,53,41.0,1,4,4,0,0,1046,17,3,42.982923,-71.44609399999999,6741
142,14.0,141.0,7,2,0,2000,21,34.0,0,0,4,2,0,1047,34,3,42.982923,-71.44609399999999,6741
147,0.0,0.0,6,2,0,2000,50,20.0,0,0,0,4,0,1048,39,3,42.982923,-71.44609399999999,6741
182,0.0,0.0,4,2,0,2000,16,20.0,0,0,0,4,0,1050,39,3,42.982923,-71.44609399999999,6741
219,-204.0,-8.0,1,2,0,2000,29,40.0,1,2,4,0,0,1053,1,3,42.982923,-71.44609399999999,6741
228,106.0,163.0,0,2,0,2000,50,39.0,0,4,4,0,0,1054,17,3,42.982923,-71.44609399999999,6741
231,-160.0,34.0,0,2,0,2000,43,36.0,0,2,4,0,0,1055,34,3,42.982923,-71.44609399999999,6741
255,142.0,91.12693349999999,5,3,0,2000,6,40.0,1,4,4,0,0,1056,50,3,42.982923,-71.44609399999999,6741
262,-27.0,85.0,10,3,0,2000,16,28.0,0,0,1,2,0,1057,44,3,42.982923,-71.44609399999999,6741
272,7.383876043,61.0,9,3,0,2000,25,26.0,1,0,1,4,0,1058,34,3,42.982923,-71.44609399999999,6741
283,49.0,23.0,7,3,0,2000,55,25.0,0,0,1,4,0,1059,40,3,42.982923,-71.44609399999999,6741
291,127.0,169.0,6,3,0,2000,50,41.0,0,4,4,0,0,1060,37,3,42.982923,-71.44609399999999,6741
321,241.0,13.0,4,3,0,2000,2,44.0,0,5,6,1,0,1061,34,3,42.982923,-71.44609399999999,6741
339,163.0,7.0,2,3,0,2000,15,36.0,0,5,4,0,0,1063,32,3,42.982923,-71.44609399999999,6741
429,-54.0,57.0,5,4,0,2000,16,27.0,0,0,1,4,0,1065,34,3,42.982923,-71.44609399999999,6741
63,-132.0,61.0,5,3,0,2000,21,34.0,0,2,4,2,0,1067,42,3,42.982923,-71.44609399999999,6738
71,-54.0,192.0,4,1,0,2000,28,39.0,1,0,4,0,0,1068,37,3,42.982923,-71.44609399999999,6738
99,-6.0,203.0,1,1,0,2000,47,40.0,0,-1,4,0,0,1069,34,3,42.982923,-71.44609399999999,6738
120,22.0,304.0,0,1,0,2000,0,50.0,1,0,5,1,0,1070,34,3,42.982923,-71.44609399999999,6738
143,0.0,0.0,9,2,0,2000,51,20.0,1,0,0,4,0,1071,32,3,42.982923,-71.44609399999999,6738
197,134.0,-25.0,5,2,0,2000,20,33.0,0,5,4,2,0,1072,13,3,42.982923,-71.44609399999999,6738
236,-132.0,108.0,1,2,0,2000,18,37.0,1,1,4,0,0,1073,34,3,42.982923,-71.44609399999999,6738
246,7.383876043,696.0,0,2,0,2000,0,90.0,0,3,3,3,0,1074,34,3,42.982923,-71.44609399999999,6738
261,-132.0,-2.0,9,3,0,2000,52,33.0,1,2,4,2,0,1075,34,3,42.982923,-71.44609399999999,6738
270,73.0,112.0,8,3,0,2000,28,33.0,0,5,1,2,0,1076,34,3,42.982923,-71.44609399999999,6738
278,0.0,0.0,8,3,0,2000,1,20.0,1,0,0,4,0,1077,34,1,42.982923,-71.44609399999999,6738
282,0.0,0.0,7,3,0,2000,30,20.0,1,0,0,4,0,1078,34,4,42.982923,-71.44609399999999,6738
292,127.0,125.0,6,3,0,2000,18,37.0,1,4,4,0,0,1079,34,3,42.982923,-71.44609399999999,6738
308,0.0,0.0,4,3,0,2000,44,20.0,1,0,0,4,0,1080,1,3,42.982923,-71.44609399999999,6738
350,-141.0,91.12693349999999,11,4,0,2000,8,34.0,0,2,4,2,0,1081,48,3,42.982923,-71.44609399999999,6738
362,0.0,0.0,9,4,0,2000,28,20.0,0,0,0,4,0,1082,39,3,42.982923,-71.44609399999999,6738
389,-141.0,2.0,7,4,0,2000,33,34.0,1,2,4,2,0,1083,43,3,42.982923,-71.44609399999999,6738
408,-174.0,28.0,6,4,0,2000,18,37.0,0,2,4,0,0,1084,7,3,42.982923,-71.44609399999999,6738
422,0.0,0.0,5,4,0,2000,4,20.0,1,0,0,4,0,1085,4,3,42.982923,-71.44609399999999,6738
427,-111.0,57.0,4,4,0,2000,27,32.0,0,2,4,2,0,1086,34,3,42.982923,-71.44609399999999,6738
450,0.0,0.0,5,3,0,2000,8,20.0,0,0,0,4,0,1088,34,4,42.982923,-71.44609399999999,6738
456,-111.0,34.0,1,4,0,2000,33,31.0,1,2,4,2,0,1089,34,3,42.982923,-71.44609399999999,6738
461,58.0,203.0,5,4,0,2000,59,41.0,0,0,4,0,0,1090,34,3,42.982923,-71.44609399999999,6738
465,28.0,179.0,0,4,0,2000,25,38.0,0,0,4,0,0,1091,34,3,42.982923,-71.44609399999999,6738
9,0.0,0.0,10,1,0,2000,31,20.0,1,0,0,4,1,1093,4,3,40.643505,-73.93950699999999,6732
73,7.383876043,0.0,2,3,0,2000,22,20.0,1,0,0,4,1,1095,4,3,40.643505,-73.93950699999999,6732
91,73.0,87.0,1,1,0,2000,4,31.0,1,5,1,2,1,1096,34,3,40.643505,-73.93950699999999,6732
102,0.0,0.0,5,1,0,2000,1,20.0,0,0,0,4,1,1097,34,4,40.643505,-73.93950699999999,6732
249,0.0,91.12693349999999,10,3,0,2000,0,20.0,1,0,0,4,1,1100,46,3,40.643505,-73.93950699999999,6732
256,37.0,99.0,8,3,0,2000,59,30.0,0,0,1,2,1,1101,34,3,40.643505,-73.93950699999999,6732
281,0.0,0.0,6,3,0,2000,13,20.0,0,0,0,4,1,1104,34,4,40.643505,-73.93950699999999,6732
309,-92.0,4.0,3,3,0,2000,28,29.0,1,2,4,2,1,1105,44,3,40.643505,-73.93950699999999,6732
348,180.0,177.0,0,3,0,2000,1,45.0,0,4,5,1,1,1106,34,3,40.643505,-73.93950699999999,6732
402,-134.0,11.0,5,4,0,2000,56,33.0,1,2,4,2,1,1107,15,3,40.643505,-73.93950699999999,6732
416,-12.0,264.0,5,4,0,2000,17,46.0,1,0,5,1,1,1108,36,3,40.643505,-73.93950699999999,6732
421,0.0,0.0,4,4,0,2000,14,20.0,1,0,0,4,1,1109,4,3,40.643505,-73.93950699999999,6732
254,0.0,0.0,1,4,0,2000,37,20.0,1,0,0,4,1,1110,34,4,40.643505,-73.93950699999999,6732
452,0.0,0.0,1,4,0,2000,4,20.0,1,0,0,4,1,1111,46,3,40.643505,-73.93950699999999,6732
463,7.383876043,184.0,0,4,0,2000,6,38.0,0,0,4,0,1,1112,45,3,40.643505,-73.93950699999999,6732
484,-141.0,219.0,3,5,0,2000,39,46.0,0,1,5,-1,1,1113,36,3,40.643505,-73.93950699999999,6732
486,0.0,0.0,3,5,0,2000,33,20.0,0,-1,0,4,1,1114,4,3,40.643505,-73.93950699999999,6732
509,144.0,34.0,2,5,0,2000,2,34.0,0,-1,-1,2,1,1115,34,3,40.643505,-73.93950699999999,6732
514,0.0,0.0,1,5,0,2000,31,20.0,0,0,0,4,1,1116,34,4,40.643505,-73.93950699999999,6732
536,0.0,0.0,0,5,0,2000,4,33.44888431,1,0,0,4,1,1117,4,3,40.643505,-73.93950699999999,6732
141,167.0,0.0,9,2,0,2000,37,36.0,0,5,4,0,1,1119,56,3,39.993941,-75.143458,6731
180,0.0,91.12693349999999,5,3,0,2000,44,20.0,1,0,0,4,1,1120,34,1,39.993941,-75.143458,6731
195,-16.0,268.0,4,2,0,2000,1,46.0,1,0,5,1,1,1121,30,3,39.993941,-75.143458,6731
198,-151.0,93.0,3,2,0,2000,37,37.0,0,2,4,0,1,1122,37,3,39.993941,-75.143458,6731
220,0.0,0.0,2,2,0,2000,10,20.0,1,-1,0,4,1,1123,34,4,39.993941,-75.143458,6731
253,153.0,99.0,10,3,0,2000,55,38.0,1,5,4,-1,1,1124,10,3,39.993941,-75.143458,6731
258,-151.0,87.0,9,3,0,2000,31,37.0,0,2,4,0,1,1125,42,3,39.993941,-75.143458,6731
279,-29.0,110.0,7,3,0,2000,51,31.0,1,-1,1,2,1,1126,34,3,39.993941,-75.143458,6731
290,153.0,4.0,5,3,0,2000,49,35.0,0,5,4,2,1,1127,34,3,39.993941,-75.143458,6731
296,0.0,0.0,5,3,0,2000,20,20.0,1,0,0,4,1,1128,4,3,39.993941,-75.143458,6731
344,161.0,66.0,0,3,0,2000,36,37.0,0,5,4,0,1,1129,51,3,39.993941,-75.143458,6731
421,191.0,177.0,4,4,0,2000,39,46.0,0,4,5,1,1,1130,29,3,39.993941,-75.143458,6731
24,0.0,0.0,8,1,0,2000,54,20.0,1,0,0,4,1,1132,34,1,35.205878000000006,-80.84119399999999,6729
102,-155.0,47.0,2,1,0,2000,41,36.0,0,2,4,0,1,1134,34,3,35.205878000000006,-80.84119399999999,6729
137,94.0,179.0,10,2,0,2000,56,40.0,1,4,4,-1,1,1136,34,3,35.205878000000006,-80.84119399999999,6729
157,-113.0,91.12693349999999,9,2,0,2000,10,38.0,0,1,-1,0,1,1137,34,3,35.205878000000006,-80.84119399999999,6729
275,-92.0,169.0,0,2,0,2000,2,39.0,1,1,-1,0,1,1140,34,3,35.205878000000006,-80.84119399999999,6729
359,43.0,57.0,5,3,0,2000,40,27.0,0,0,1,4,1,1143,27,3,35.205878000000006,-80.84119399999999,6729
362,-141.0,70.0,5,3,0,2000,9,35.0,0,2,4,2,1,1144,34,3,35.205878000000006,-80.84119399999999,6729
472,58.0,26.0,6,4,0,2000,37,26.0,0,0,1,4,1,1145,54,3,35.205878000000006,-80.84119399999999,6729
530,-149.0,125.0,1,4,0,2000,39,39.0,0,1,4,0,1,1146,4,3,35.205878000000006,-80.84119399999999,6729
540,0.0,0.0,0,4,0,2000,28,20.0,1,0,0,4,1,1147,34,4,35.205878000000006,-80.84119399999999,6729
15,9.0,11.0,10,1,0,2000,38,21.0,1,0,0,4,1,1148,39,3,40.361408000000004,-86.186052,6727
51,134.0,129.0,6,1,0,2000,12,38.0,1,4,4,0,1,1149,34,3,40.361408000000004,-86.186052,6727
53,148.0,97.0,5,1,0,2000,47,37.0,0,5,4,0,1,1150,40,3,40.361408000000004,-86.186052,6727
135,22.0,4.0,9,3,0,2000,41,22.0,0,0,0,4,1,1153,34,4,40.361408000000004,-86.186052,6727
201,51.0,40.0,4,2,0,2000,28,26.0,1,0,1,4,1,1154,34,3,40.361408000000004,-86.186052,6727
243,-206.0,91.0,0,2,0,2000,30,42.0,0,2,4,0,1,1156,43,3,40.361408000000004,-86.186052,6727
256,-71.0,129.0,11,3,0,2000,33,34.0,1,0,1,2,1,1158,43,3,40.361408000000004,-86.186052,6727
258,9.0,15.0,5,3,0,2000,14,21.0,0,0,0,4,1,1159,34,4,40.361408000000004,-86.186052,6727
270,-56.0,28.0,9,3,0,2000,32,26.0,0,0,1,4,1,1160,34,3,40.361408000000004,-86.186052,6727
289,-94.0,15.0,7,3,0,2000,50,29.0,1,2,4,2,1,1161,5,3,40.361408000000004,-86.186052,6727
307,140.0,11.0,5,3,0,2000,20,33.44888431,1,5,4,2,1,1162,46,3,40.361408000000004,-86.186052,6727
324,1.0,289.0,3,3,0,2000,55,48.0,0,0,5,1,1,1163,34,3,40.361408000000004,-86.186052,6727
335,1.0,34.0,2,3,0,2000,55,23.0,0,0,0,4,1,1164,43,3,40.361408000000004,-86.186052,6727
371,-162.0,4.0,11,4,0,2000,46,36.0,0,2,4,0,1,1166,34,3,40.361408000000004,-86.186052,6727
406,9.0,0.0,7,4,0,2000,34,20.0,1,0,0,4,1,1168,34,4,40.361408000000004,-86.186052,6727
420,-48.0,91.0,6,4,0,2000,0,30.0,0,0,1,2,1,1169,34,3,40.361408000000004,-86.186052,6727
425,-94.0,-4.0,4,4,0,2000,49,29.0,0,2,4,2,1,1170,55,3,40.361408000000004,-86.186052,6727
441,-65.0,169.0,4,4,0,2000,18,38.0,0,1,4,0,1,1171,47,3,40.361408000000004,-86.186052,6727
452,9.0,4.0,3,4,0,2000,4,20.0,1,0,0,-1,1,1173,12,3,40.361408000000004,-86.186052,6727
482,237.0,4.0,0,4,0,2000,2,43.0,0,5,6,1,1,1175,5,3,40.361408000000004,-86.186052,6727
15,0.0,0.0,10,1,0,2000,28,20.0,0,0,0,4,1,1176,34,4,32.757824,-96.786653,6725
52,62.0,217.0,5,1,0,2000,15,42.0,0,0,4,0,1,1177,15,3,32.757824,-96.786653,6725
162,3.0,137.0,6,3,0,2000,2,33.0,1,0,1,2,1,1179,34,3,32.757824,-96.786653,6725
193,-193.0,93.0,2,2,0,2000,39,41.0,1,2,4,0,1,1181,34,3,32.757824,-96.786653,6725
195,-202.0,91.12693349999999,2,2,0,2000,11,40.0,0,2,4,0,1,1182,34,3,32.757824,-96.786653,6725
242,-23.0,126.0,11,3,0,2000,5,32.0,0,0,1,2,1,1183,34,3,32.757824,-96.786653,6725
248,3.0,66.0,10,3,0,2000,28,26.0,1,0,1,4,1,1184,50,3,32.757824,-96.786653,6725
278,146.0,19.0,8,3,0,2000,5,34.0,0,5,4,2,1,1185,34,3,32.757824,-96.786653,6725
336,77.0,4.0,3,3,0,2000,4,27.0,0,0,1,-1,1,1186,34,3,32.757824,-96.786653,6725
361,-29.0,49.0,0,3,0,2000,33,25.0,0,0,1,4,1,1187,36,3,32.757824,-96.786653,6725
364,0.0,0.0,0,3,0,2000,3,20.0,0,0,0,4,1,1188,34,4,32.757824,-96.786653,6725
376,146.0,91.12693349999999,11,4,0,2000,14,35.0,1,5,4,2,1,1189,36,3,32.757824,-96.786653,6725
402,0.0,0.0,8,4,0,2000,14,20.0,0,0,0,-1,1,1190,34,4,32.757824,-96.786653,6725
469,18.0,42.0,2,4,0,2000,16,24.0,1,0,1,4,1,1191,42,3,32.757824,-96.786653,6725
6,-155.0,34.0,11,1,0,2000,28,35.0,1,2,4,2,1,1192,34,3,39.739968,-104.95401299999999,6717
29,-92.0,158.0,8,1,0,2000,15,38.0,1,1,4,0,1,1193,34,3,39.739968,-104.95401299999999,6717
46,-191.0,80.0,6,1,0,2000,32,40.0,0,2,4,0,1,1194,6,3,39.739968,-104.95401299999999,6717
71,0.0,0.0,3,1,0,2000,53,20.0,1,0,0,4,1,1195,39,3,39.739968,-104.95401299999999,6717
83,-18.0,203.0,2,1,0,2000,46,40.0,1,0,4,0,1,1196,50,3,39.739968,-104.95401299999999,6717
151,7.0,30.0,5,2,0,2000,36,23.0,0,0,0,4,1,1197,39,3,39.739968,-104.95401299999999,6717
155,22.0,80.0,5,2,0,2000,19,28.0,0,0,-1,2,1,1198,34,3,39.739968,-104.95401299999999,6717
160,-12.0,101.0,4,2,0,2000,39,30.0,1,0,1,2,1,1199,34,3,39.739968,-104.95401299999999,6717
254,159.0,135.0,2,3,0,2000,16,40.0,1,-1,4,0,1,1201,34,3,39.739968,-104.95401299999999,6717
199,7.0,253.0,1,2,0,2000,17,45.0,1,0,5,1,1,1203,34,3,39.739968,-104.95401299999999,6717
228,-170.0,-2.0,10,3,0,2000,36,37.0,1,2,-1,0,1,1204,34,3,39.739968,-104.95401299999999,6717
252,-149.0,0.0,7,3,0,2000,23,34.0,0,2,4,2,1,1205,51,3,39.739968,-104.95401299999999,6717
255,201.0,148.0,6,3,0,2000,44,44.0,1,-1,5,1,1,1206,34,3,39.739968,-104.95401299999999,6717
266,115.0,186.0,5,3,0,2000,12,41.0,1,4,4,0,1,1207,34,3,39.739968,-104.95401299999999,6717
278,-200.0,7.0,3,3,0,2000,57,40.0,1,2,4,0,1,1208,49,3,39.739968,-104.95401299999999,6717
254,0.0,0.0,2,3,0,2000,8,20.0,1,0,-1,4,1,1210,34,4,39.739968,-104.95401299999999,6717
327,153.0,152.0,11,4,0,2000,36,41.0,0,-1,4,0,1,1211,35,3,39.739968,-104.95401299999999,6717
348,7.0,213.0,9,4,0,2000,23,41.0,0,0,4,0,1,1212,42,3,39.739968,-104.95401299999999,6717
350,-18.0,7.0,9,3,0,2000,21,21.0,0,0,0,4,1,1213,39,3,39.739968,-104.95401299999999,6717
379,-42.0,209.0,6,4,0,2000,43,41.0,1,0,4,0,1,1214,22,3,39.739968,-104.95401299999999,6717
391,180.0,118.0,5,4,0,2000,11,41.0,1,5,4,0,1,1215,41,3,39.739968,-104.95401299999999,6717
425,-170.0,34.0,1,4,0,2000,28,37.0,1,2,4,0,1,1216,9,3,39.739968,-104.95401299999999,6717
